ISO,internet,year,elec,capital,hc,water,contract,rail,ed,land,truck
JAM,-0.036280782,2006,0.021552873,1.4905765777185197e-08,0.001045743,-0.083229521,0.038584215,0.021381226,-0.049442329,0.000669575,0.046466628
GHA,-0.037583369,2006,0.017949158,-1.37E-08,-0.00017868,-0.034282499,0.029349564,0.010680016,-0.045946671,-0.001464982,0.026977889
LBR,0.02167291,2007,-0.000403676,7.077145850576329e-10,9.70762913004159e-05,-0.103513608,0.034653451,0.002459345,-0.035478269,-0.003507974,0.020360913
BIH,0.013317099,2007,0.044060973,1.0983619718514493e-08,0.000828856,-0.084855955,0.036794836,0.032102875,-0.053579366,-0.000236067,0.055235246
UKR,0.011277393,2007,0.05931135,1.0910969829992526e-08,0.001027828,-0.071026166,0.022064751,0.059968891,-0.021341043,0.002750421,0.06482407
POL,0.005934712,2007,0.031713349,1.962989684327104e-08,0.001072189,-0.085940744,0.049937605,0.026604306,-0.034291874,-0.000353621,0.049352307
HRV,0.004798317,2007,0.027031237,1.3164670151740116e-08,0.000804094,-0.076796564,0.034349367,0.019363677,-0.039266195,-0.001140337,0.036193255
AUT,0.004724758,2007,0.033219315,2.505262188180631e-08,0.001123365,-0.086943078,0.050489753,0.02693771,-0.02689339,-0.000674788,0.045675627
ITA,0.004615558,2007,0.027410641,2.183752997616685e-08,0.001012804,-0.086066588,0.048622796,0.02219586,-0.036458323,-0.001089303,0.042434547
EST,0.004400758,2007,0.026136692,1.4129768714440236e-08,0.00093035,-0.076823815,0.039839056,0.022590757,-0.024827984,-0.00043489,0.042036809
SVN,0.004206717,2007,0.030671153,2.4554978479641433e-08,0.001137529,-0.088755722,0.053822488,0.023868376,-0.034135523,-0.000577027,0.043592842
CZE,0.004038941,2007,0.02944409,2.269262930315154e-08,0.001142682,-0.090370697,0.059834045,0.025611102,-0.019539423,-0.000677673,0.044010243
LVA,0.003754326,2007,0.029262146,9.975666526355345e-09,0.000820857,-0.069699966,0.025537681,0.025265699,-0.029354899,-0.000527831,0.042943437
MKD,0.003669362,2007,0.05364368,4.295248820892779e-09,0.000667852,-0.073194297,0.030322359,0.051152112,-0.036855703,0.00048216,0.060856965
SRB,0.003313813,2007,0.04761375,1.2716068874283294e-08,0.000865719,-0.06800045,0.029035086,0.038714326,-0.043003124,0.000140067,0.058776431
SWE,0.002095401,2007,0.030950167,2.5801028474782752e-08,0.001177218,-0.08812561,0.050190429,0.02588553,-0.02569924,-0.000530084,0.040348026
ROU,0.001559022,2007,0.031272309,1.1293932848125433e-08,0.000822728,-0.084282916,0.041147552,0.023493518,-0.038118501,-0.000421993,0.046591687
DEU,0.001298385,2007,0.02643215,2.7538036326010563e-08,0.001200118,-0.086512085,0.056362423,0.021621257,-0.022257144,-0.000774338,0.04055982
DNK,0.000786013,2007,0.016792238,2.1368111016851104e-08,0.00099919,-0.08067933,0.041247178,0.016891245,-0.029280424,-0.000603982,0.043634439
ZAF,0.000734068,2007,0.048239611,1.18822456267087e-08,0.000809674,-0.077011572,0.027338346,0.03498934,-0.028905555,0.001376911,0.046386525
KAZ,0.000674624,2007,0.024277211,2.8919336911733996e-09,0.000376993,-0.017869759,0.004181826,0.018472034,-0.034150034,0.002241563,0.018153738
FIN,0.000649002,2007,0.037258564,2.577638042704816e-08,0.00113883,-0.084977654,0.043673796,0.030564491,-0.020884153,-0.000267427,0.040038991
LTU,0.000548367,2007,0.028116714,1.2690816819464923e-08,0.000869656,-0.067758206,0.030401809,0.022039145,-0.034687862,-0.000382816,0.042893051
NZL,0.000341538,2007,0.024735959,1.4995753595678095e-08,0.001083018,-0.069256153,0.033450745,0.02317376,-0.043677659,0.001249517,0.079165252
CHN,-8.70E-06,2007,0.021201951,1.6408111507129464e-08,0.000928778,-0.095166938,0.060352941,0.016380902,-0.012078743,-0.002188849,0.035375549
NGA,-0.000241861,2007,-0.000887584,7.669610160012701e-10,3.353262068097651e-05,0.001365232,-0.000581964,-0.000480777,-0.058412074,9.142803013496374e-06,-0.001576995
SVK,-0.000537896,2007,0.027004984,2.0369538916871063e-08,0.001119724,-0.088911758,0.058514166,0.025060697,-0.019146499,-0.000589067,0.044817282
KOR,-0.000570146,2007,0.021813073,2.5088141702376136e-08,0.001111199,-0.088815655,0.054352416,0.017054071,0.00660601,-0.002331897,0.031132537
DZA,-0.000677289,2007,0.001064177,5.012679163606492e-09,0.000243135,0.000874919,-0.003033656,0.000741589,-0.020190786,-0.000172356,-8.58E-06
COG,-0.000693708,2007,0.004871046,-1.88E-09,2.5449261406002645e-05,-0.012011238,0.002504821,0.000684588,-0.030218393,-1.72E-06,0.003306685
LBY,-0.000797978,2007,0.001235385,4.3238579929856805e-10,4.879722721419445e-05,-8.83E-05,-0.002819631,0.001603137,-0.017926982,-0.000178872,0.000942679
SAU,-0.000825302,2007,0.004417594,2.4281609661859604e-09,0.000125035,-0.001798118,-0.00098328,0.003643773,-0.025616244,-0.000288491,0.00376699
OMN,-0.000880897,2007,0.003941122,4.543947500654991e-09,0.000237579,-0.006190116,0.000440193,0.002670919,-0.029126547,-0.000171775,0.00357873
JPN,-0.000935957,2007,0.023311771,2.9432163761320665e-08,0.001222798,-0.094839071,0.06471834,0.020027336,-0.001394725,-0.001427439,0.036699358
RUS,-0.000991096,2007,0.018030357,7.54737010541414e-09,0.00052354,-0.024452058,0.002716567,0.016410962,-0.025718578,0.000830396,0.017968519
VEN,-0.001055389,2007,0.008716875,1.584485761915012e-09,0.000177349,-0.010228005,-0.002062339,0.008012263,-0.021781095,-0.000360551,0.008297987
AZE,-0.0012469,2007,0.001588782,3.774732612288976e-10,6.820233717152243e-05,-0.000883313,-0.001206284,0.002341327,-0.023660403,-0.000194023,0.002548149
QAT,-0.001265881,2007,0.00546024,1.0126490094581083e-08,0.000430446,-0.001586814,-0.000917487,0.004322614,-0.014020363,-3.95E-05,0.003441296
IRN,-0.001277472,2007,0.004727911,1.0020796568122966e-09,9.042181164405788e-05,-0.001317733,0.000800196,0.003169133,-0.025856154,0.000148203,0.002939158
BLR,-0.001538881,2007,0.028175811,1.0924621378797212e-08,0.000795958,-0.05895688,0.016519908,0.023606198,-0.028059773,-0.001456485,0.040990186
TUR,-0.001593353,2007,0.035015656,1.1544220166264625e-08,0.000742731,-0.080763543,0.048715758,0.025930678,-0.03276878,-0.001116199,0.046567845
CAN,-0.001660372,2007,0.026600665,1.7957647218736645e-08,0.000930881,-0.06541312,0.037004036,0.020120433,-0.032859026,0.000987434,0.034746643
BEL,-0.001739744,2007,0.032015047,2.271631658208218e-08,0.001037512,-0.070234129,0.036160686,0.026746689,-0.033633354,-0.000891243,0.043644794
BGR,-0.00186276,2007,0.035391131,7.960020271267069e-09,0.000769492,-0.07217401,0.027661103,0.025041133,-0.035130724,-5.61E-05,0.044239526
MDA,-0.001925211,2007,0.040915155,6.460675957257761e-09,0.000716362,-0.072081491,0.036083711,0.038387407,-0.044215302,0.000492189,0.053534536
BRA,-0.001993647,2007,0.037623286,8.740202086665128e-09,0.000769204,-0.062811739,0.031661916,0.026885242,-0.04207617,0.002142112,0.051298257
KWT,-0.002221676,2007,0.00186702,4.833664533995174e-10,0.000136575,-0.005275175,-0.006152754,0.001871258,-0.019727262,-0.000906026,0.0036697
PRT,-0.002273867,2007,0.030943877,1.6046807738915425e-08,0.000864229,-0.084374873,0.046979941,0.022901005,-0.041343658,-0.001457377,0.042876677
ARE,-0.002403095,2007,0.009927365,5.502079190382471e-09,0.000336774,-0.028889025,0.011285416,0.006964869,-0.021950293,-0.000727211,0.015057553
ALB,-0.002420674,2007,0.022934117,-1.24E-09,0.000521427,-0.08682559,0.047954692,0.011260931,-0.105085744,-0.001402917,0.039232398
NOR,-0.002528393,2007,0.010804148,1.2002101427891992e-08,0.000546127,-0.026654806,0.008267183,0.008123208,-0.027450705,5.824165627505578e-05,0.012325652
ESP,-0.002830431,2007,0.026573011,2.2277320367108408e-08,0.00104885,-0.078668218,0.049772352,0.02369895,-0.0361,-0.000532894,0.044310797
GBR,-0.002876839,2007,0.01980768,2.28823654435612e-08,0.001012043,-0.080288317,0.047942631,0.017116344,-0.02251303,-0.000796152,0.033345354
CYP,-0.002941493,2007,0.014688696,1.7922540514440782e-08,0.000892584,-0.07239008,0.032564439,0.013136611,-0.02568077,-0.001531218,0.030360398
EGY,-0.003059253,2007,0.030740315,7.070918387288891e-09,0.000549622,-0.037913869,0.009984846,0.023028596,-0.037144751,-0.000679847,0.032161969
FRA,-0.003112751,2007,0.024481858,2.4453033046709163e-08,0.001122953,-0.082735092,0.051061816,0.021809584,-0.027986679,-0.000185267,0.040700693
GAB,-0.003518549,2007,0.007502227,-2.75E-09,9.155378484233063e-05,-0.027257872,0.008292011,0.001844408,-0.016202177,0.000231519,0.005873902
YEM,-0.003787708,2007,0.001333443,4.961512142506475e-10,6.480460001874678e-05,-0.007360398,0.001495785,0.001921469,-0.035199197,-0.000338562,0.00488459
TTO,-0.003823866,2007,0.022129258,1.24701650788401e-08,0.000707654,-0.021962689,-0.000767742,0.019191019,-0.021589676,-0.001222326,0.022164475
TKM,-0.003911157,2007,0.006210114,1.1423828405025792e-08,0.000545284,-0.003188676,-0.002432831,0.0024876,-0.019254904,-0.000211758,0.005700553
HUN,-0.004017327,2007,0.01707631,2.291492978486228e-08,0.001123673,-0.090578294,0.06513471,0.016026084,-0.007290252,-0.000932532,0.036843567
LBN,-0.004182246,2007,0.041235344,9.123249021368094e-09,0.000567682,-0.081796447,0.0379774,0.023943823,-0.027401435,-0.001351812,0.048912326
VNM,-0.004503175,2007,0.013711181,2.625037300779476e-09,0.000416949,-0.072198711,0.039737715,0.015302195,-0.062455708,-0.001329984,0.035813323
COL,-0.004625131,2007,0.028533761,5.0050116328650996e-09,0.000500131,-0.059344473,0.026218409,0.032379651,-0.04311369,0.000181133,0.035708355
NLD,-0.004948092,2007,0.021770337,2.0075428199331013e-08,0.000976431,-0.0664214,0.03771877,0.020371931,-0.022902538,-0.001201097,0.037375222
MEX,-0.004964997,2007,0.013170274,1.7241012918141094e-08,0.000928158,-0.080878826,0.057069453,0.012483246,-0.002711732,-0.000780879,0.031553889
AUS,-0.005079064,2007,0.04727238,8.171646684426575e-09,0.00073538,-0.073495203,0.024642332,0.02953174,-0.034113721,0.003768743,0.040643777
IND,-0.00530724,2007,0.035074109,6.460154899425897e-09,0.000558356,-0.067050167,0.026131475,0.022174681,-0.026612367,-0.000725192,0.043614242
GRC,-0.005337002,2007,0.034146339,1.3790539917940062e-08,0.000796235,-0.0667042,0.026515312,0.023414785,-0.039387188,-0.001051971,0.042706128
PAK,-0.005851605,2007,0.046655488,-5.27E-09,0.000145576,-0.066186442,0.035175336,0.022970123,-0.037888093,-0.001918452,0.048905874
THA,-0.005975405,2007,0.024134772,1.6218462415225528e-08,0.000844637,-0.084180285,0.050213283,0.02115316,-0.012721337,-0.002040499,0.04163913
IDN,-0.006148902,2007,0.029713503,5.799668790292393e-09,0.000537529,-0.065220985,0.027598689,0.021891676,-0.036842681,-0.001177421,0.02932097
BHR,-0.006282163,2007,0.023387693,2.854617768732518e-09,0.00048228,-0.032669469,-0.014282726,0.009723768,-0.023079812,-0.002729011,0.02295699
CHE,-0.006606131,2007,0.017081498,2.7750012962403924e-08,0.001040915,-0.091960696,0.04660889,0.014107391,-0.006595357,-0.001963849,0.032155428
URY,-0.006617338,2007,0.024633071,4.6477888502975776e-09,0.000764108,-0.059347335,0.02744995,0.029493977,-0.070775916,0.003677212,0.080572934
LAO,-0.006620735,2007,0.016654994,-1.67E-09,0.000600282,-0.092816147,0.027724596,0.0123714,-0.043921576,0.000206738,0.042557408
BOL,-0.00671385,2007,0.032303601,3.0018363281436798e-09,0.000600922,-0.028729082,0.00979834,0.005936885,-0.046471863,0.001631755,0.013694258
SLV,-0.006890568,2007,0.021755104,-1.05E-09,0.000357552,-0.082502376,0.048532192,0.018663708,-0.057942959,-0.002690184,0.046854756
ZWE,-0.007017572,2007,0.056041405,-2.21E-10,0.000545737,-0.047558421,0.016164329,0.036201791,-0.042281251,0.003492928,0.04990357
CMR,-0.007186979,2007,0.008462636,-2.61E-09,0.000133812,-0.026574913,0.011443429,0.007448432,-0.020354368,-0.000616902,0.015545163
IRL,-0.007629783,2007,0.018500792,3.2111513589545364e-08,0.001247672,-0.054618849,0.039702946,0.020556463,-0.031286894,-0.002448138,0.036589376
USA,-0.007686686,2007,0.021487117,2.3644670178688226e-08,0.001078748,-0.082847755,0.052791372,0.017159586,-0.009973664,-0.000451668,0.033794643
ARG,-0.007833299,2007,0.024447942,5.533330703053249e-09,0.00073039,-0.042034348,0.024178655,0.023024152,-0.048844087,0.004427325,0.044647805
ARM,-0.007977881,2007,0.054804423,8.361864834440938e-09,0.000887103,-0.088639543,0.03467047,0.036132387,-0.009029272,-0.000394158,0.050388906
GIN,-0.008503337,2007,0.065368776,-5.97E-09,7.16664645163302e-05,-0.065590881,0.02213984,0.009858271,-0.013531376,0.001962481,0.022885327
SWZ,-0.008634467,2007,0.025896285,1.110254499855528e-08,0.000705759,-0.061788903,0.038478066,0.029472413,-0.057306317,-0.001536693,0.042440161
ISR,-0.009636036,2007,0.019698948,1.5468133696222082e-08,0.000819201,-0.091387234,0.044186261,0.010367892,0.009641436,-0.001594093,0.03442355
ZMB,-0.010009721,2007,0.059942066,1.968295909572769e-09,0.00072569,-0.05718459,0.010871478,0.021491671,-0.046240533,0.000805536,0.066333096
TUN,-0.010047326,2007,0.020573087,4.64406214352113e-09,0.000497256,-0.080129859,0.040829391,0.01173277,-0.039557114,-0.001391794,0.033641576
MMR,-0.010211815,2007,-0.000173358,4.329304398678687e-09,0.000483581,-0.032839102,0.019507529,0.004089904,-0.038920412,0.0005116,0.015022164
KGZ,-0.010411333,2007,0.032730605,6.687852226047982e-10,0.000480151,-0.044978775,0.026564544,0.021701921,-0.041264253,-0.000502702,0.039498915
PAN,-0.010465557,2007,0.004478657,8.6067257080472e-09,0.000643247,-0.091044955,0.056654046,0.005439714,-0.039034457,-0.002626815,0.027047314
GEO,-0.010585746,2007,0.043217708,5.0131131219340915e-09,0.000613878,-0.060482145,0.022469213,0.025315336,-0.025016698,-0.000371959,0.037375344
DOM,-0.010817409,2007,0.024319844,6.132637351873449e-09,0.000643402,-0.085830553,0.040037314,0.022256025,-0.023161564,-0.0013624,0.039628429
COD,-0.011475049,2007,0.049851225,-1.01E-08,0.000283803,-0.077040106,0.023956775,0.008818589,-0.00919785,0.000196731,0.036699262
MYS,-0.012588747,2007,0.012970179,1.7120886857570072e-08,0.000862776,-0.081815303,0.04538668,0.009778183,0.005455834,-0.003206674,0.019687853
SGP,-0.012889391,2007,0.014294289,2.26190066672038e-08,0.000987461,-0.075270605,0.034779465,0.010911114,0.003957699,-0.00350101,0.021482715
JOR,-0.013744954,2007,0.027621655,7.992411522697522e-09,0.000693947,-0.083931851,0.040511708,0.01669806,-0.049909248,-0.001629671,0.033364395
GTM,-0.013887216,2007,0.019995513,-1.21E-09,0.000319232,-0.062652693,0.03735076,0.018036348,-0.056595477,-0.002220947,0.042704426
MUS,-0.014086884,2007,0.011396259,-4.88E-09,0.000202897,-0.094145542,0.053849793,0.011167506,-0.047503536,-0.002555226,0.044280935
KEN,-0.014975045,2007,0.023802268,-2.58E-09,0.000333423,-0.061197927,0.027468716,0.017610829,-0.064466908,-0.002022077,0.047653164
LKA,-0.015001706,2007,0.011095551,-6.86E-09,0.000243182,-0.087931356,0.050403588,0.008590457,-0.049348354,-0.003023827,0.044827691
MOZ,-0.015077903,2007,0.008018463,6.933551871712941e-09,0.000467301,-0.029588165,-0.008235979,0.01045161,-0.044137969,-0.001743087,0.019335381
PRY,-0.015576072,2007,0.010201904,-9.27E-09,0.000419028,-0.016566205,0.022312416,0.015026618,-0.064594584,0.008470969,0.050060149
BWA,-0.016861305,2007,0.026214991,-6.43E-09,0.000486019,-0.104534837,0.029501409,0.005806213,-0.006987814,0.000493663,0.05402795
UZB,-0.016961189,2007,0.037880009,4.2739353259985795e-09,0.000312001,-0.017750426,0.026869408,0.017199705,-0.035028721,0.003682662,0.027290755
TGO,-0.017852297,2007,0.089186571,-5.11E-09,0.000119551,-0.037511879,0.019746631,0.039045077,-0.047631953,-5.17E-05,0.030547644
ETH,-0.018881943,2007,0.011700569,-6.97E-09,9.130956439182438e-05,-0.036247701,0.020035216,0.01019966,-0.071684267,-0.000267589,0.057645135
ECU,-0.019012464,2007,0.000128611,-1.52E-09,0.000183476,-0.02263951,0.016616904,0.003582724,-0.040230061,-0.001087501,0.014181395
NAM,-0.01913402,2007,0.037030469,5.758789114693196e-09,0.000601834,-0.093603949,0.028380061,0.009935046,-0.033772956,0.003365987,0.037067925
MRT,-0.019186474,2007,0.053205736,-2.00E-09,0.00036928,-0.065250235,0.021230605,0.005194448,-0.047589394,0.003245145,0.014635143
KHM,-0.019749039,2007,-0.000842748,-1.01E-08,8.421058323787524e-05,-0.107379335,0.072497795,-0.000566192,-0.079708366,-0.002740116,0.033924277
UGA,-0.019821042,2007,0.022419834,-1.20E-09,0.000229148,-0.053465627,0.025837299,0.02295799,-0.041313033,-0.001428117,0.050943913
NIC,-0.019853557,2007,0.009969942,-5.01E-09,0.000256124,-0.080781647,0.046091157,0.009722719,-0.062660077,-0.000793164,0.05851772
TZA,-0.019865261,2007,0.03311257,-6.86E-09,6.833080838637359e-05,-0.054085306,0.024855793,0.018367293,-0.030569254,-0.000639199,0.045529364
PNG,-0.020235618,2007,0.03873507,-8.72E-09,-1.40E-06,-0.059144801,0.015195563,0.006230817,-0.043726923,-0.001085835,0.030572959
MWI,-0.020268351,2007,0.009418678,-1.76E-08,-0.000379996,0.022923498,0.026488556,0.013223845,-0.043914311,3.829578400251261e-05,0.027232766
MAR,-0.020282701,2007,0.027407028,2.4620835879319967e-09,0.000471776,-0.078198108,0.04011788,0.011983857,-0.03726686,-0.001423381,0.036173488
PER,-0.020407518,2007,0.065263987,-3.98E-09,0.000478068,-0.072892199,0.019744202,0.012752699,-0.046119788,-0.000105984,0.046944597
BGD,-0.02059398,2007,0.00445268,-1.04E-08,4.118268259596571e-05,-0.101426746,0.068293717,0.000791072,-0.06929248,-0.002920522,0.033940556
SEN,-0.021316476,2007,0.035521306,5.066265595817671e-09,0.000385419,-0.062257165,0.021128543,0.022269016,-0.047195095,-0.001168424,0.03047642
HND,-0.022589856,2007,0.011358556,-6.26E-09,0.000199703,-0.085213837,0.05115671,0.005495512,-0.062128198,-0.002428179,0.039384656
MDG,-0.022610294,2007,0.005924381,-6.20E-09,0.000227547,-0.087356291,0.057172496,0.004329521,-0.059241256,-0.002110959,0.032790273
CHL,-0.023764534,2007,0.06738801,1.0746242802492984e-09,0.000789577,-0.071987222,0.019568434,0.019039401,-0.046528176,7.506198373783009e-05,0.037180327
CIV,-0.023878234,2007,0.008277592,-8.94E-09,-6.02E-05,-0.032174999,0.020288225,0.011463814,-0.03808438,-0.001682804,0.022674178
MLI,-0.025255351,2007,0.010735215,-1.59E-08,-0.000822431,0.011412092,0.026294061,0.0095058,-0.027539081,0.006041723,0.030836765
TJK,-0.025533081,2007,0.021944023,2.848945709571232e-09,0.000285339,0.009788886,-0.002738793,0.012412641,-0.045652248,-0.000567669,0.028215469
MNG,-0.027237748,2007,0.091836208,-1.19E-08,0.000376208,-0.084719892,0.02562085,0.014916884,-0.048213909,0.000332329,0.032425907
BFA,-0.02875393,2007,0.004868406,-2.21E-08,-0.001080009,0.043841179,0.023795893,0.007196723,-0.073033204,0.007684886,0.016805132
CUB,-0.030757069,2007,0.01987115,-3.02E-09,0.000801896,-0.080017497,0.01490903,0.020527511,-0.089711205,-0.000244218,0.028770832
PHL,-0.032908796,2007,0.011252827,2.0520442643776585e-08,0.000982043,-0.10534986,0.057193371,0.001231464,0.024689262,-0.004656713,0.010124946
CRI,-0.033166613,2007,0.007918014,1.459519286597764e-08,0.000830902,-0.072652231,0.048255982,0.006224842,0.006691829,-0.003949754,0.01766979
JAM,-0.034118601,2007,0.026660625,1.2806234215227622e-08,0.000943957,-0.07918279,0.036468795,0.0211517,-0.031453763,0.000806024,0.044491117
GHA,-0.034499002,2007,0.019793822,-1.47E-08,-0.000192619,-0.036582698,0.031196558,0.011422458,-0.035106849,-0.001240685,0.026728316
BIH,0.011622095,2008,0.047619211,1.2039608094910677e-08,0.000878903,-0.085372102,0.036816866,0.034112918,-0.053187376,-0.000216381,0.056983674
UKR,0.010849817,2008,0.060351308,9.932428318356756e-09,0.00107277,-0.067253188,0.020579579,0.060092066,-0.018983907,0.00367676,0.06490819
LBR,0.010037627,2008,-0.000199409,-2.35E-10,7.224239880125613e-05,-0.077508549,0.018354788,0.003099597,-0.032820195,-0.002862721,0.018325383
POL,0.005455633,2008,0.032664323,2.0225692752241798e-08,0.00111197,-0.088506007,0.050987482,0.028580014,-0.033642979,-0.00041489,0.051445439
HRV,0.005170717,2008,0.029360054,1.4557808884044312e-08,0.000873457,-0.080917418,0.036472884,0.021573715,-0.039048016,-0.001176141,0.039344448
AUT,0.004578617,2008,0.034656499,2.5439377813936655e-08,0.001151172,-0.087778421,0.048295967,0.028372249,-0.027144295,-0.000748903,0.048075669
ITA,0.004328296,2008,0.028522699,2.2533364225675866e-08,0.001049897,-0.087321421,0.048578803,0.023354094,-0.036604317,-0.001102139,0.044661551
EST,0.003888962,2008,0.029163919,1.5977288177256233e-08,0.000993891,-0.0816042,0.043292933,0.02476625,-0.025150203,-0.000304534,0.046403507
SVN,0.00377708,2008,0.031156024,2.5340396935515972e-08,0.001173205,-0.089885146,0.05366268,0.024521761,-0.033534249,-0.000718445,0.044848592
SRB,0.003658311,2008,0.04618822,1.4236591877302464e-08,0.0009329,-0.073966716,0.032665534,0.039122271,-0.041136384,5.138579630406661e-05,0.05977021
CZE,0.002980165,2008,0.029855048,2.3323747362698505e-08,0.001177385,-0.093022671,0.059759471,0.026445943,-0.018885367,-0.0007598,0.045296107
MKD,0.002953906,2008,0.051288587,4.628260970978493e-09,0.000674541,-0.076932365,0.033319227,0.049016057,-0.038569063,0.000270608,0.061387059
LVA,0.002226716,2008,0.031519161,1.2008483806980798e-08,0.000892172,-0.071034816,0.027858543,0.027970973,-0.028377092,-0.000204218,0.045282813
KOR,0.001665755,2008,0.024177256,2.4862137622526605e-08,0.001113924,-0.088646319,0.050405391,0.018535585,0.00552273,-0.002352107,0.033531569
KAZ,0.00134678,2008,0.027438478,3.092451904550982e-09,0.000396093,-0.019882066,0.004901118,0.021060178,-0.031072878,0.001956497,0.021079953
SWE,0.001058548,2008,0.031922413,2.5705014978571e-08,0.001186453,-0.087933794,0.047879332,0.026295233,-0.025858256,-0.000616946,0.041314345
DEU,0.000868987,2008,0.027154819,2.7830297990304733e-08,0.001221938,-0.088286343,0.056153632,0.022305582,-0.02351453,-0.000778846,0.042634271
TUR,0.000557266,2008,0.04087195,1.2312152207680466e-08,0.000775285,-0.080606419,0.044541731,0.03173715,-0.031837769,-0.001088716,0.05182739
ZAF,0.000550008,2008,0.053500547,1.1815090849927774e-08,0.00083484,-0.079650722,0.029554187,0.03773552,-0.029745587,0.001504084,0.04875847
DNK,0.000403596,2008,0.018235466,2.1988532302131288e-08,0.001035672,-0.082647991,0.040901058,0.018215086,-0.029991851,-0.00060088,0.046051607
CYP,0.000328367,2008,0.017124284,1.8766194930467618e-08,0.000931014,-0.075972301,0.033167399,0.01520218,-0.019096187,-0.001650554,0.033304352
CHN,0.000312342,2008,0.024118554,1.8035668617856196e-08,0.000984249,-0.096000227,0.059702965,0.019004808,-0.011810059,-0.00217813,0.038157711
NZL,0.000301211,2008,0.025256965,1.535319164261146e-08,0.001097109,-0.068778469,0.033290453,0.023893601,-0.04473779,0.001240507,0.080704794
ROU,0.000146331,2008,0.030441345,1.3094432194317382e-08,0.000898461,-0.083941306,0.041583488,0.023363052,-0.033428339,-0.000291575,0.046257127
COG,0.000109402,2008,0.007004551,9.091557925567671e-11,9.36602170435466e-05,-0.014325486,0.003427086,0.001729442,-0.028729149,-0.000146207,0.004612529
NGA,-0.000371054,2008,0.000379596,2.8351908596916487e-09,0.00011237,-0.0024861,0.00056267,0.000688512,-0.05216708,-0.000140022,0.0009096
JPN,-0.000435228,2008,0.026197417,2.9649702781725253e-08,0.001243942,-0.095500883,0.06367336,0.02203351,-0.003266405,-0.001383667,0.039912726
SVK,-0.00045291,2008,0.027824739,2.072132609926837e-08,0.001150619,-0.091544313,0.05821007,0.026002527,-0.018215621,-0.00069624,0.046661527
MDA,-0.000460859,2008,0.048901607,8.315743389658728e-09,0.000799623,-0.073150899,0.034998114,0.041929833,-0.042396881,0.000737556,0.056723723
AZE,-0.000546312,2008,0.001409023,6.962449713205005e-10,5.970107799784181e-05,-0.002018397,-0.000794705,0.00173059,-0.026487555,-0.000189471,0.002287726
OMN,-0.000834322,2008,0.00684195,5.900029628488467e-09,0.000310348,-0.008788523,0.001169175,0.004557744,-0.026181046,-0.000289476,0.007393708
LBY,-0.000936804,2008,0.002466448,1.1958244033055672e-09,7.806060269940061e-05,-0.00177538,-0.001554321,0.002502136,-0.018445235,-0.000192344,0.002749223
DZA,-0.000957295,2008,0.002691207,6.814822658410963e-09,0.000319708,-0.001406623,-0.002010309,0.00170646,-0.020854772,-0.000237414,0.002073495
SAU,-0.001031444,2008,0.004810791,2.7288558871514664e-09,0.000142493,-0.003952266,-8.23E-05,0.003831681,-0.02523413,-0.000259257,0.00499762
RUS,-0.001212331,2008,0.020203242,7.211677520291733e-09,0.000531985,-0.028483942,0.00313523,0.018558634,-0.0240535,0.000562608,0.020210129
FIN,-0.001374144,2008,0.036301534,2.6444564071142697e-08,0.001172151,-0.086661564,0.044740947,0.029639276,-0.020206901,-0.000544085,0.041068012
QAT,-0.001379956,2008,0.005460586,1.008858497717894e-08,0.000425858,-0.00255378,-0.000787684,0.004137386,-0.015457143,-2.88E-05,0.003879766
GAB,-0.00153794,2008,0.018602612,-2.29E-09,0.000161523,-0.033189806,0.008971954,0.00425558,-0.023172398,-3.56E-05,0.009814973
IRN,-0.001809933,2008,0.006916682,2.2363008144382172e-09,0.0001416,-0.003852066,0.001511641,0.004394846,-0.02726607,7.483508281379465e-05,0.005444777
BEL,-0.001954136,2008,0.03230893,2.3016338423137765e-08,0.001061941,-0.070552946,0.034953497,0.02760069,-0.034002278,-0.000970715,0.044877384
BRA,-0.001969501,2008,0.041651405,8.268858557259714e-09,0.000794058,-0.062715324,0.030173259,0.028039626,-0.040716775,0.002656094,0.052847201
VEN,-0.002084053,2008,0.007238126,1.3170179292072363e-09,0.000190149,-0.010325113,-0.004724692,0.006233954,-0.02043177,-0.000834098,0.008734018
KWT,-0.002133181,2008,0.002840625,1.2621018164529772e-09,0.000153982,-0.006288748,-0.004440782,0.002491841,-0.020004196,-0.000782468,0.004873998
LTU,-0.002254427,2008,0.026062045,1.1775440634593167e-08,0.000851099,-0.061370256,0.021620269,0.021390639,-0.032275214,-0.00050907,0.040262394
PRT,-0.002333727,2008,0.031270198,1.705059407548589e-08,0.000907883,-0.085309014,0.046874136,0.023512231,-0.04233676,-0.001412008,0.044783097
CAN,-0.00234561,2008,0.026661825,1.672046745381369e-08,0.000886377,-0.059543756,0.031097425,0.020519363,-0.032288004,0.000892325,0.033536433
NOR,-0.002361933,2008,0.011299292,1.2707869676403737e-08,0.000572068,-0.025893125,0.008777843,0.008669651,-0.02422084,-0.000151351,0.013102334
ALB,-0.002648383,2008,0.031508826,1.7727602485351583e-11,0.000581379,-0.088115582,0.045978319,0.016787059,-0.091478878,-0.001212865,0.042543686
AUS,-0.002709452,2008,0.052185556,7.609855601435931e-09,0.000748774,-0.074916802,0.026694813,0.037132084,-0.032947624,0.004455674,0.036915817
