ISO,internet,year,elec,capital,hc,water,contract,rail,ed,land,truck
AUS,-0.004078366,2001,0.034850605,1.0854738490010588e-08,0.000757462,-0.058273303,0.02441979,0.028269077,-0.068542302,0.003608922,0.043205398
EGY,-0.004220329,2001,0.029317307,1.9874211297056887e-09,0.000357395,-0.03474376,0.011499883,0.021394649,-0.073395831,-0.001008533,0.031120874
SWZ,-0.004345656,2001,0.033193104,1.1255298942151254e-08,0.000666682,-0.02282976,0.026579256,0.038106854,-0.104364644,-0.001960031,0.048945102
GBR,-0.00452027,2001,0.016132908,2.4414635958124273e-08,0.001046366,-0.078210996,0.051906603,0.014871754,-0.049800906,-0.00131512,0.027192778
MEX,-0.004788822,2001,0.013234921,1.994388491531425e-08,0.000996125,-0.081925332,0.064012921,0.013101201,-0.042649583,-0.0010516,0.032053572
IDN,-0.004842987,2001,0.027276213,7.965986306179897e-09,0.000588731,-0.059793143,0.032576817,0.018431134,-0.068697516,-0.001359697,0.027974693
LBN,-0.004865563,2001,0.040620407,6.941915888796594e-09,0.000495403,-0.068317784,0.036037517,0.021578729,-0.065542224,-0.001219993,0.04390712
ALB,-0.004961459,2001,0.007910015,1.2124089971723055e-09,0.000558702,-0.089195527,0.05797918,0.009054449,-0.148234124,-0.001597628,0.041515368
BHR,-0.005129639,2001,0.027679993,3.751960082739983e-09,0.000495826,-0.028164436,-0.013826829,0.011111239,-0.060042287,-0.002605927,0.02298511
MDA,-0.005226372,2001,0.021078676,1.1238460526998453e-08,0.000820367,-0.063796677,0.037655816,0.023998287,-0.065383207,0.001497961,0.049345143
TUR,-0.005395875,2001,0.034014539,7.734488295922711e-09,0.000618806,-0.072165945,0.046141976,0.024298273,-0.070356448,-0.001117285,0.04247913
NLD,-0.005526655,2001,0.023702459,2.2433871224416383e-08,0.001037963,-0.060984766,0.041041906,0.022466176,-0.059149205,-0.001462915,0.039181402
BOL,-0.005879,2001,0.029165184,1.208211309827978e-09,0.000572553,-0.043384727,0.016229176,0.011836578,-0.077752089,0.003371568,0.027924832
URY,-0.006000956,2001,0.027014401,8.756675989665638e-09,0.000800172,-0.062359218,0.03067477,0.032332685,-0.118564571,0.001846102,0.070875034
USA,-0.006068558,2001,0.019106529,2.534878482198936e-08,0.001117971,-0.08151802,0.054642773,0.016299469,-0.042659921,-0.000862599,0.030417964
ARG,-0.006072745,2001,0.01992688,7.1183388539031825e-09,0.000684943,-0.029554848,0.020711614,0.020933234,-0.088503432,0.003782593,0.033749499
COL,-0.006177955,2001,0.021822994,6.272518277108774e-09,0.000503703,-0.048516636,0.02378047,0.025695708,-0.088441515,-0.000410958,0.028178199
JOR,-0.007292255,2001,0.03513268,1.0732726700198184e-08,0.000740822,-0.074968416,0.036278403,0.024465813,-0.089763102,-0.001630465,0.034510844
VNM,-0.007304739,2001,0.008901501,1.6720197880183644e-09,0.000374096,-0.061511167,0.035292999,0.013848718,-0.105822956,-0.001129092,0.033514973
THA,-0.007903117,2001,0.021002626,1.5120088311611858e-08,0.000824576,-0.079810354,0.049644566,0.019775976,-0.04938072,-0.002176481,0.03927941
PAK,-0.007977536,2001,0.050398462,-8.24E-09,-2.08E-05,-0.057844627,0.035075806,0.018914195,-0.073790023,-0.001941212,0.046360125
IND,-0.008480197,2001,0.031593672,5.194622845888241e-09,0.000478229,-0.067874665,0.03282012,0.019149592,-0.068143137,-0.00134375,0.041995476
CMR,-0.008611968,2001,0.008908961,-4.69E-09,4.750973480665069e-05,-0.016708586,0.011915539,0.008188964,-0.054190764,-0.000215082,0.014812873
ZMB,-0.00901784,2001,0.054246351,-9.34E-10,0.000487357,-0.0553398,0.01278248,0.023582535,-0.075784713,0.000531103,0.065315726
GEO,-0.00930066,2001,0.020724042,7.524484129468143e-09,0.00062267,-0.04493473,0.021069998,0.014568591,-0.060685077,4.756337120820613e-05,0.025562713
GRC,-0.009378796,2001,0.03058039,1.0760816631927237e-08,0.000660102,-0.056025547,0.030331916,0.019620191,-0.079519049,-0.000987455,0.035913442
IRL,-0.009524667,2001,0.022804661,3.2730455242465046e-08,0.001267161,-0.038384167,0.041277776,0.025475569,-0.049366054,-0.002739064,0.037611343
TGO,-0.010025427,2001,0.066070838,-5.07E-09,-1.79E-06,-0.030614062,0.016215449,0.034876861,-0.077718988,0.000953838,0.031657985
LAO,-0.010149913,2001,0.009315683,-2.13E-09,0.000354458,-0.096442134,0.052772943,0.009592433,-0.081085006,-0.00083649,0.037979538
SLV,-0.010330138,2001,0.013130953,-3.01E-09,0.000289094,-0.085073681,0.054302777,0.012179887,-0.096583435,-0.002594026,0.038718868
PAN,-0.010517898,2001,0.003649969,1.1935319450006577e-08,0.000706728,-0.078396035,0.046830724,0.007273962,-0.074037705,-0.002731845,0.024097528
GIN,-0.010974424,2001,0.070290359,-3.92E-09,0.000148359,-0.079478859,0.026186963,0.013331733,-0.03063837,0.001948409,0.034227323
ISR,-0.01099137,2001,0.0166093,1.7445019261423452e-08,0.000876833,-0.089595193,0.049475317,0.008878893,-0.017659734,-0.001691764,0.029829986
KGZ,-0.011066853,2001,0.038760959,-3.26E-09,1.7675929902621088e-05,-0.045888664,0.027012793,0.01974365,-0.072732076,0.000660538,0.05923742
COD,-0.011087625,2001,0.028566339,-4.61E-09,0.00023205,-0.083801803,0.030576271,0.006524495,0.008591859,-0.000267515,0.043061879
TUN,-0.011935905,2001,0.018945135,2.072352671373352e-09,0.000447864,-0.0824944,0.047768252,0.011012381,-0.090063117,-0.00151626,0.034076243
CYP,-0.012014589,2001,0.012488532,1.3109543930083986e-08,0.000802585,-0.072787768,0.036212907,0.01135388,-0.113886901,-0.001182143,0.02586897
MMR,-0.012292065,2001,0.001132373,-4.63E-10,0.000350768,-0.049328981,0.032486625,0.007441714,-0.095553284,-0.000117765,0.022055125
ARM,-0.013838163,2001,0.028121486,8.307246070903069e-09,0.000718136,-0.089728011,0.042684077,0.016383323,-0.041765862,-0.001418561,0.044426596
BWA,-0.013995755,2001,0.022078667,-2.21E-09,0.000317368,-0.100612346,0.036371682,0.005989609,-0.004883818,2.3015591109933417e-05,0.056231163
PER,-0.014017765,2001,0.042911909,1.7638033819427451e-09,0.000492863,-0.068793281,0.020119342,0.015692127,-0.079883192,-0.000133875,0.067059759
MYS,-0.014149422,2001,0.010380605,1.9012163812548824e-08,0.000945358,-0.083858468,0.055958179,0.007935445,-0.026088053,-0.003512624,0.01641612
ETH,-0.014186916,2001,0.009608136,-5.48E-09,0.000138367,-0.020635944,0.017485989,0.010432112,-0.111922587,-0.000505096,0.057334178
DOM,-0.01432201,2001,0.00670714,7.747803469392701e-10,0.000509112,-0.088296585,0.054373639,0.009117112,-0.088538302,-0.001766407,0.031926115
LKA,-0.014413827,2001,0.008981223,-6.58E-09,0.000225242,-0.082841808,0.051933145,0.005297996,-0.091697526,-0.003040288,0.040029177
GTM,-0.014576059,2001,0.012487028,-2.37E-09,0.000298615,-0.063681638,0.043117921,0.015573522,-0.098001895,-0.002272119,0.039395968
PRY,-0.014984028,2001,0.009595774,-7.17E-09,0.000357837,-0.013553356,0.024039261,0.012927048,-0.108773141,0.00717489,0.037749227
PNG,-0.015130979,2001,0.038987933,-5.87E-09,1.1311470856576725e-05,-0.048227026,0.012570624,0.007265434,-0.0796981,-0.000733684,0.028525565
MUS,-0.015326474,2001,0.009861307,-6.67E-09,0.000144677,-0.089635347,0.05705006,0.01037902,-0.084598189,-0.002528191,0.038823639
ZWE,-0.015488207,2001,0.023743474,-9.92E-09,-4.47E-05,0.005716552,0.020901799,0.022856221,-0.081215549,0.001815842,0.033890201
SGP,-0.015491902,2001,0.013069471,2.429664705406652e-08,0.00106048,-0.078905174,0.053093692,0.009867488,-0.031210831,-0.003617343,0.017712964
KHM,-0.016382578,2001,0.000966196,-9.20E-09,0.000100046,-0.101032267,0.069769531,0.000839546,-0.109979927,-0.002731792,0.033264382
KEN,-0.016773051,2001,0.017767861,-4.82E-09,0.000252467,-0.048928717,0.01760834,0.014132428,-0.089554369,-0.002621625,0.050435664
CUB,-0.016776846,2001,0.026876067,-5.01E-09,0.000553184,-0.061805345,0.017041791,0.033947105,-0.113961734,0.00011324,0.041199677
TJK,-0.016981241,2001,0.029730933,-1.44E-09,5.521989579153645e-05,0.009553742,0.00401496,0.013410074,-0.075232361,0.000749786,0.029655092
BGD,-0.017578533,2001,0.003655976,-9.72E-09,2.939943338629863e-05,-0.096474297,0.066466863,0.001182671,-0.110552878,-0.00276897,0.032217095
UZB,-0.017675272,2001,0.027644092,-5.55E-09,-0.000248587,0.007556495,0.017156213,0.011454431,-0.065143901,0.003921226,0.026624328
NIC,-0.019121522,2001,0.006754442,-4.21E-09,0.000276033,-0.069100534,0.039151974,0.010971916,-0.103792251,-0.000265465,0.05262984
BFA,-0.02046019,2001,0.012399946,-1.08E-08,-0.000433916,0.005476591,0.028628386,0.013937406,-0.115927188,0.004756972,0.027457137
MLI,-0.021111363,2001,0.014932888,-5.53E-09,-0.000370899,-0.019960747,0.027371626,0.010378336,-0.044058749,0.003107927,0.033893834
CHL,-0.021418976,2001,0.042158682,6.8782648265536934e-09,0.000837793,-0.058947239,0.021659099,0.020962658,-0.083537635,0.000246647,0.038167487
GHA,-0.021429706,2001,0.028586299,-6.74E-09,7.455115170581367e-06,-0.047199773,0.017415563,0.014944258,-0.073234843,-0.00125108,0.039261585
MAR,-0.021543838,2001,0.021208927,1.3193136388179558e-09,0.000409648,-0.077646732,0.041223585,0.009363244,-0.082282112,-0.001697239,0.029549056
HND,-0.022680797,2001,0.005805672,-8.47E-09,0.000121493,-0.082283862,0.056414067,0.005450666,-0.105574321,-0.002591526,0.033888441
MWI,-0.023381336,2001,0.006202256,-1.91E-08,-0.000424695,0.028976997,0.024185433,0.010248038,-0.089890178,-0.001068568,0.025003347
MNG,-0.02372932,2001,0.056696359,-9.46E-09,0.000374738,-0.084887255,0.035854396,0.008124526,-0.109085136,-0.000246668,0.040692818
SEN,-0.024461437,2001,0.024944113,3.810485995248784e-09,0.000269303,-0.065563233,0.019133383,0.014194214,-0.078994692,-0.001111251,0.023851351
ECU,-0.02511219,2001,0.000256779,-1.15E-09,0.000269225,-0.022948696,0.019906372,0.005867208,-0.076590322,-0.001492442,0.016761509
MDG,-0.025319982,2001,0.000693889,-7.90E-09,0.000185604,-0.07285353,0.051898497,0.005121959,-0.091972399,-0.002285945,0.030088195
CRI,-0.025478842,2001,0.007932047,8.956559117223631e-09,0.000687112,-0.059933464,0.043170972,0.009023018,-0.048066876,-0.003040569,0.023184987
CIV,-0.027114157,2001,0.011024483,-9.55E-09,-7.91E-05,-0.026806579,0.023350703,0.012291785,-0.071829505,-0.001630323,0.024440484
UGA,-0.02791036,2001,0.009685496,-5.63E-09,-1.41E-05,-0.043080794,0.01882689,0.010609502,-0.069211018,-0.001421001,0.05059678
NAM,-0.028410881,2001,0.016196658,5.53960356457864e-09,0.000464373,-0.092825071,0.040011095,0.007968988,-0.056880094,-0.000731791,0.037506687
PHL,-0.02885537,2001,0.008414019,2.0522278854667096e-08,0.000973335,-0.098980416,0.066702765,0.00221679,-0.023838471,-0.004418462,0.011602459
JAM,-0.031266562,2001,0.016223677,9.494657895293998e-09,0.00081206,-0.079848877,0.040186063,0.015855339,-0.08783552,7.017674334379236e-05,0.038752852
MOZ,-0.03159013,2001,0.002453925,7.439088302329514e-09,0.000471972,-0.056833494,-0.004931762,0.00927626,-0.079634348,-0.001247144,0.018360786
TZA,-0.031721446,2001,0.017324521,-8.58E-09,-7.14E-05,-0.049376807,0.025805541,0.010637541,-0.050374468,-0.001135425,0.038882585
MRT,-0.036939631,2001,0.04113057,6.0477410543321525e-09,0.000615004,-0.093713222,0.033529822,0.004943849,-0.084799104,0.003545447,0.015084921
LBR,0.021336696,2002,-0.002832694,4.014621068727841e-09,0.000350495,-0.104977428,0.04101788,0.002947278,-0.062282885,-0.002504384,0.020026728
BIH,0.011502446,2002,0.029832573,5.732284316403532e-09,0.000655892,-0.085216982,0.035776894,0.023119305,-0.090499733,-0.00032497,0.051250473
UKR,0.009581207,2002,0.05136038,1.1338069995262389e-08,0.000979745,-0.060636376,0.019047094,0.051172557,-0.050438953,0.002553488,0.057937586
POL,0.008282305,2002,0.032709163,1.7973658570639912e-08,0.001034998,-0.08244925,0.048069334,0.027137994,-0.064904296,-0.000312574,0.045883655
LVA,0.007333237,2002,0.030631751,6.313270449988581e-09,0.000718881,-0.071032075,0.02780998,0.023656081,-0.0579062,-0.00010515,0.041388672
CZE,0.006105248,2002,0.032391165,2.3171048573122538e-08,0.001131751,-0.083989961,0.055962781,0.027123501,-0.052285409,-0.000793261,0.042816215
SVN,0.005317225,2002,0.031636278,2.3474175921266563e-08,0.001109928,-0.083857723,0.051655438,0.023900298,-0.063408126,-0.000822094,0.042138151
AUT,0.0051852,2002,0.032488873,2.5792764756082985e-08,0.001130398,-0.083541481,0.050734867,0.025405765,-0.054150282,-0.000853285,0.042167801
ITA,0.004580951,2002,0.025720905,2.2262508956916584e-08,0.001014563,-0.083687964,0.050561089,0.020467978,-0.0676194,-0.001231686,0.039580182
HRV,0.003945125,2002,0.025192858,1.272614924141224e-08,0.000784417,-0.078521641,0.037617284,0.017800307,-0.078126409,-0.001475065,0.034427942
SVK,0.002812435,2002,0.035632656,2.0292298125885173e-08,0.001056595,-0.078186443,0.04851889,0.030277079,-0.062468669,-0.000492443,0.046809278
SWE,0.002784314,2002,0.029310317,2.7587006631369504e-08,0.001214091,-0.086458801,0.051696247,0.02518903,-0.051949564,-0.000650972,0.036495574
EST,0.002720423,2002,0.021989977,1.22058302422155e-08,0.000852782,-0.078779079,0.04040555,0.017192275,-0.051248572,-0.000819766,0.035164347
KAZ,0.002266468,2002,0.026587347,3.9843122023158184e-09,0.000375491,-0.014234146,0.003085095,0.02052934,-0.054611821,0.002312219,0.018626522
LTU,0.001843105,2002,0.023168453,9.307474607596768e-09,0.000745225,-0.071149677,0.033146544,0.017613701,-0.061665944,-0.000674573,0.037779906
DEU,0.001361704,2002,0.026325443,2.8731301572857373e-08,0.001224245,-0.082995846,0.057495735,0.021800172,-0.048871654,-0.000810825,0.038688301
DNK,0.001142183,2002,0.015295207,2.2737038914779823e-08,0.00103113,-0.080443548,0.043717846,0.016317753,-0.057971316,-0.0007186,0.043794302
CAN,0.000607355,2002,0.028405507,2.1930094929528185e-08,0.001052912,-0.072093124,0.047544751,0.022595784,-0.061419881,0.000627453,0.039066115
BLR,0.000510332,2002,0.033250451,1.4619698268610388e-08,0.000887072,-0.065687563,0.030566475,0.028307267,-0.058031157,-0.000971881,0.044789177
OMN,0.000421989,2002,0.000782136,2.899834006465177e-09,0.000112382,0.000112451,0.001881844,0.001673988,-0.084301283,6.768658169607866e-05,8.287469808658206e-05
DZA,0.000297823,2002,0.002824415,8.857174232188215e-09,0.000403789,0.003151158,-0.005018711,0.00254766,-0.047558003,-0.000253146,0.000677217
NGA,0.000289422,2002,-0.000678911,1.7605229207446195e-09,6.077610425699352e-05,0.003916116,-0.001721322,0.000440424,-0.07950832,-2.73E-05,-0.00150016
SAU,0.00026756,2002,0.005239062,3.633222393503111e-09,0.000152015,0.002088531,-0.001880807,0.004832181,-0.055009449,-0.000256386,0.003362953
LBY,0.00022695,2002,0.002313954,1.2661292320176314e-09,8.871030662724213e-05,0.00256582,-0.005168198,0.003349793,-0.045427467,-0.000322838,0.001309228
VEN,0.000223233,2002,0.012758268,3.571324054252445e-09,0.000230597,-0.009443121,-0.001107013,0.011185042,-0.054722641,-0.000326206,0.00901155
QAT,0.000153169,2002,0.004541656,8.926005465448532e-09,0.000377635,7.65607470343127e-05,-0.001777392,0.004946842,-0.049315716,-0.000162377,0.002940135
SRB,5.2700887656963536e-18,2002,-7.46E-19,7.577124294597016e-14,-3.48E-19,5.993035283432338e-19,-6.76E-19,-3.76E-18,2.888407168419648e-18,-3.64E-18,8.684327689865e-18
ZAF,-0.000204733,2002,0.043538527,1.2549557403817041e-08,0.000775845,-0.072435286,0.031021723,0.033778717,-0.059628095,0.000816133,0.047277836
CHN,-0.000707884,2002,0.018582416,1.2697957918686796e-08,0.000818855,-0.089926535,0.058116014,0.013680359,-0.047425406,-0.002305226,0.034337668
COG,-0.000753137,2002,-0.000256804,-1.15E-10,6.020660329850522e-05,-0.004601387,0.000732422,0.001195436,-0.045861973,9.838432564511816e-05,0.001437808
IRN,-0.000796898,2002,0.005054145,1.3253000385551826e-09,8.115886349868207e-05,-0.000228975,0.001155445,0.004167963,-0.06328841,-4.03E-05,0.00403729
LAO,-0.000868407,2002,0.019858214,-3.15E-09,0.000350321,-0.093432953,0.05239531,0.013944435,-0.065709076,-0.000873446,0.045361592
NOR,-0.001100497,2002,0.011185347,1.2267163441081178e-08,0.000523568,-0.02635634,0.010055309,0.008477325,-0.055377003,-0.000186048,0.011398815
FIN,-0.00129742,2002,0.037897613,2.711229373277453e-08,0.001158456,-0.082458901,0.04528784,0.028902834,-0.049437631,-0.000681813,0.035301202
ROU,-0.001311631,2002,0.023461502,6.145352422245737e-09,0.000663228,-0.085274789,0.04698799,0.018922684,-0.083173058,-0.00101201,0.042008639
KWT,-0.00133714,2002,0.002989201,2.15951114765367e-09,0.000193689,-0.002029217,-0.008173307,0.003216215,-0.047188954,-0.000994559,0.00356351
TKM,-0.001366475,2002,0.005785415,1.414971148040486e-08,0.000601621,0.000335627,-2.77E-05,0.0022585,-0.051770257,3.230727952758649e-05,0.003355482
RUS,-0.001433482,2002,0.020127801,1.00369567572121e-08,0.000595915,-0.02985981,0.006171869,0.017896151,-0.055255728,0.00081232,0.019234151
HUN,-0.001439445,2002,0.021387626,2.291018931554276e-08,0.001103882,-0.081206175,0.060992581,0.018373039,-0.040645741,-0.001200191,0.041414273
NZL,-0.001775873,2002,0.024704829,1.5543110759369647e-08,0.001102641,-0.065679304,0.03262116,0.02328315,-0.073758987,0.001503022,0.077392606
BRA,-0.001816268,2002,0.034710637,1.00649819948701e-08,0.000816933,-0.062955984,0.034089994,0.027326378,-0.070849419,0.002156887,0.04891696
BEL,-0.0018926,2002,0.031290924,2.328303387177763e-08,0.001048837,-0.070967318,0.042101384,0.025764113,-0.060446993,-0.000949228,0.044113853
JPN,-0.001919224,2002,0.02209744,2.9993338236206345e-08,0.001242009,-0.092188914,0.067295502,0.019224095,-0.026123222,-0.001747312,0.03473973
PRT,-0.002014075,2002,0.02679303,1.6942836585409685e-08,0.000863779,-0.085735412,0.055055509,0.020223919,-0.070922168,-0.001476362,0.042238965
YEM,-0.002048016,2002,-0.001147869,1.171742051301135e-09,4.482497701219863e-05,0.002949649,-0.000918891,0.001031605,-0.060731044,-6.95E-05,0.000118853
BGR,-0.002134275,2002,0.031162519,6.786284600044917e-09,0.000682283,-0.070575452,0.035542765,0.023325314,-0.077512727,8.355341882056774e-06,0.043597207
TTO,-0.002316893,2002,0.020260262,1.078125986304483e-08,0.000656187,-0.027319165,-0.003379927,0.02018069,-0.050655764,-0.002018437,0.023726423
ARE,-0.002559943,2002,0.009739575,6.760872871978386e-09,0.000374668,-0.025510015,0.010058058,0.007988805,-0.058100162,-0.00083796,0.01385642
GAB,-0.002730204,2002,0.004572411,-1.46E-09,8.874878366518693e-05,-0.017193105,0.005400659,0.00207161,-0.040533525,0.000322061,0.003416531
ESP,-0.002779626,2002,0.025565806,2.327511381423145e-08,0.001066102,-0.075588628,0.052447276,0.022649322,-0.065155708,-0.000655262,0.041765694
AZE,-0.002872046,2002,0.003009889,1.515307445811864e-09,0.000137582,-0.002898584,-0.002060939,0.003799518,-0.051680272,-0.00036062,0.004878192
CHE,-0.003000764,2002,0.018833339,2.9250633448355633e-08,0.001084781,-0.084638977,0.045628166,0.015999394,-0.030762011,-0.001998326,0.031511517
FRA,-0.003170769,2002,0.023351444,2.5615525600082682e-08,0.001149673,-0.080596745,0.054259069,0.021500382,-0.05479825,-0.000288505,0.039220097
ALB,-0.003301891,2002,0.007818087,1.7075354204387702e-09,0.000604628,-0.091906085,0.056996906,0.009430328,-0.147166844,-0.001691339,0.044341115
MKD,-0.003909901,2002,0.033842626,4.264998702192305e-09,0.000566579,-0.070796654,0.038175817,0.02964491,-0.080939903,2.255885304845251e-05,0.048913855
LBN,-0.00394725,2002,0.043525788,8.326086609563213e-09,0.000548336,-0.072090775,0.034230376,0.023927354,-0.059808172,-0.001152797,0.046830467
KOR,-0.004212406,2002,0.023119022,2.3315045938798e-08,0.001036451,-0.085897073,0.056489086,0.016649726,-0.032684532,-0.002498973,0.030539313
MEX,-0.004327307,2002,0.013939842,1.9723988051344928e-08,0.000993228,-0.083122088,0.062746458,0.013349632,-0.034134818,-0.00104465,0.033093797
AUS,-0.004388056,2002,0.03587939,1.0977074229753477e-08,0.000772281,-0.063155648,0.02629377,0.028683015,-0.062341271,0.003631955,0.044829608
EGY,-0.004702234,2002,0.031330384,2.8623547381433246e-09,0.00038781,-0.038116278,0.013430537,0.02201255,-0.065477645,-0.001040752,0.032411103
GBR,-0.004848785,2002,0.0159746,2.4504695814515877e-08,0.001054749,-0.080873175,0.053066086,0.014865449,-0.043466563,-0.001299157,0.028351737
BOL,-0.005042983,2002,0.023280587,3.176971999735625e-09,0.000621536,-0.034476267,0.013169689,0.009186527,-0.072274069,0.003279781,0.020857417
IDN,-0.005055692,2002,0.028187292,7.979120744390201e-09,0.000594627,-0.062235657,0.032887834,0.019508542,-0.061332058,-0.001499968,0.029195464
NLD,-0.00518062,2002,0.024109604,2.1899697557068724e-08,0.001016379,-0.06056675,0.039849226,0.022473574,-0.055233581,-0.0013671,0.039948394
TUR,-0.005310904,2002,0.032767383,7.866740196509801e-09,0.000640634,-0.077799238,0.049236314,0.023471945,-0.06291979,-0.001260989,0.043274425
BHR,-0.005475867,2002,0.02867178,3.718747322025529e-09,0.000501667,-0.030207406,-0.012926082,0.011188802,-0.052201218,-0.002617051,0.024139965
ARG,-0.005838445,2002,0.022820326,6.177698089515354e-09,0.000689799,-0.03288373,0.018735427,0.022220984,-0.080322016,0.003887499,0.037133562
SWZ,-0.006235585,2002,0.025085736,6.418922411354736e-09,0.000559949,-0.061147045,0.039484941,0.028715178,-0.086733947,-0.001696882,0.043791249
USA,-0.006368913,2002,0.019865455,2.546206367952401e-08,0.00112866,-0.08277475,0.054779602,0.016654296,-0.035960275,-0.000781734,0.031587401
MDA,-0.00637999,2002,0.018853494,9.823171197347658e-09,0.000792795,-0.061720573,0.037352351,0.021320146,-0.063882735,0.002210776,0.048850102
CYP,-0.006698313,2002,0.017347456,1.5211282574129037e-08,0.000839182,-0.071615017,0.042155612,0.013148823,-0.089722817,-0.001190635,0.030103173
URY,-0.006761041,2002,0.025314935,7.524389856441845e-09,0.000802063,-0.063785195,0.030538252,0.03073384,-0.111060894,0.002251956,0.075234421
PAK,-0.006793835,2002,0.049271612,-7.67E-09,1.7947689885715974e-05,-0.062773725,0.037600255,0.017806109,-0.065417419,-0.001962495,0.046830999
COL,-0.007220326,2002,0.022917335,5.635732862074676e-09,0.000482369,-0.049543154,0.023279646,0.025326346,-0.080248473,-0.000555517,0.029492094
GEO,-0.00741615,2002,0.024504159,7.308356729031019e-09,0.000654255,-0.055581707,0.021231773,0.016929979,-0.049410407,1.3715713907814268e-05,0.033430691
THA,-0.00774502,2002,0.021711911,1.508979108473216e-08,0.00082569,-0.082348714,0.050410617,0.019826285,-0.039296195,-0.002218855,0.040293025
VNM,-0.008110613,2002,0.009320443,1.107747348219337e-09,0.000359181,-0.06599119,0.038081373,0.014030246,-0.103921793,-0.001218896,0.034355584
IND,-0.008114345,2002,0.033906005,5.725189857580981e-09,0.000502981,-0.070905022,0.033560171,0.021915103,-0.058992608,-0.001106186,0.045060966
GRC,-0.008365949,2002,0.030421061,1.1497035519851149e-08,0.00069349,-0.061617296,0.031665198,0.019665483,-0.072483596,-0.001050944,0.037574092
CMR,-0.008613182,2002,0.011031838,-4.49E-09,6.115585538719144e-05,-0.021659187,0.014334958,0.009385122,-0.048426917,-0.000249883,0.016340329
IRL,-0.008631088,2002,0.015330813,3.3042303428179304e-08,0.00127001,-0.056298519,0.04271609,0.018936151,-0.060529233,-0.002637699,0.031031756
JOR,-0.009126625,2002,0.034650152,7.014473382161806e-09,0.000611304,-0.07906018,0.03696365,0.022800473,-0.084055828,-0.001683068,0.037525661
KGZ,-0.009305337,2002,0.028502749,-2.41E-09,0.000131319,-0.032232005,0.029358697,0.019397655,-0.067708987,0.001106209,0.050277884
ZMB,-0.009500807,2002,0.053125132,-4.22E-10,0.000485476,-0.053069802,0.013899302,0.02213035,-0.071722754,0.000768299,0.064192467
COD,-0.009900674,2002,0.025161846,-3.97E-09,0.000226929,-0.076670804,0.026417033,0.00570901,0.008648113,-0.000741725,0.039042704
MMR,-0.011052124,2002,0.003560169,3.7069917335355336e-10,0.000387792,-0.044667589,0.028784249,0.010091778,-0.084801652,0.000124805,0.023315589
ISR,-0.01111171,2002,0.018709391,1.5859511370918944e-08,0.000828752,-0.091215013,0.047152174,0.009438161,-0.011711437,-0.001687171,0.033184815
GIN,-0.011272529,2002,0.069073483,-4.56E-09,0.000145001,-0.073138947,0.023754469,0.011863335,-0.019262973,0.00188173,0.02904761
SLV,-0.011346182,2002,0.013471978,-2.78E-09,0.000306676,-0.088936657,0.056306658,0.012213151,-0.090968888,-0.00257441,0.039516878
TGO,-0.011451908,2002,0.076069786,-5.92E-09,7.193140577909729e-06,-0.03595049,0.018617854,0.037740987,-0.075773529,0.000441921,0.0328364
TUN,-0.011718793,2002,0.019122994,1.995043330729283e-09,0.000458382,-0.085283431,0.049712883,0.011046704,-0.082227077,-0.001623676,0.035421107
ZWE,-0.012184545,2002,0.034274444,-5.16E-09,0.000168531,-0.020386065,0.023695375,0.025277621,-0.081093329,0.001204519,0.039064561
PAN,-0.012233401,2002,0.001892752,1.0750039695246413e-08,0.000684075,-0.080775536,0.049356669,0.005825005,-0.06549977,-0.002774041,0.023223009
ETH,-0.013898406,2002,0.012666239,-7.52E-09,6.922376044602948e-05,-0.024137739,0.017680647,0.012835597,-0.126244205,-0.000491568,0.058490594
BWA,-0.01444806,2002,0.02311281,-2.03E-09,0.000307102,-0.103390967,0.038053505,0.006058596,0.01069437,-0.000431534,0.054813968
PER,-0.014761437,2002,0.045667292,1.5242455001631943e-10,0.000466867,-0.069217142,0.020630569,0.015583929,-0.073693732,-0.000294197,0.065004273
MUS,-0.015043279,2002,0.009789872,-6.16E-09,0.000170507,-0.092653675,0.057799588,0.010459837,-0.076025867,-0.00245127,0.040421603
LKA,-0.01521736,2002,0.010321809,-6.80E-09,0.000236166,-0.084617077,0.051648163,0.005776379,-0.082701006,-0.002991816,0.041884676
DOM,-0.015609536,2002,0.008654161,1.4076822075747207e-09,0.000511729,-0.090954193,0.054298478,0.009081847,-0.072649433,-0.001867293,0.033137572
PRY,-0.015657671,2002,0.007776355,-5.76E-09,0.000429788,-0.021663881,0.02261392,0.012174248,-0.104683768,0.006843513,0.037797791
MYS,-0.015825744,2002,0.011126858,1.896745382065685e-08,0.000940985,-0.087004249,0.055804062,0.008115489,-0.018666923,-0.003645366,0.017284472
GTM,-0.0160185,2002,0.010952485,-2.79E-09,0.000285727,-0.064406299,0.044632321,0.013755504,-0.089125371,-0.002320784,0.037959868
SGP,-0.016055528,2002,0.014837957,2.4208865215447133e-08,0.001059903,-0.076630802,0.050581756,0.011338915,-0.02364148,-0.003606431,0.019753942
ARM,-0.016079217,2002,0.029154895,4.707113524661088e-09,0.000544671,-0.097163839,0.042156204,0.012648,-0.020804209,-0.001528239,0.048719583
KHM,-0.016160112,2002,0.001120821,-9.12E-09,0.000112498,-0.102893394,0.070695768,0.000782051,-0.103621977,-0.002824899,0.033751558
