,ID,error,mean,year
0,hc_NFK,0.14845498400843118,0.12663748954218854,1995.0
1,hc_WSM,0.14850367520119973,0.11429345328505562,1995.0
2,hc_IOT,0.14845721769861073,0.11058567169020275,1995.0
3,hc_TKL,0.14848752947379162,0.09849479363812057,1995.0
4,hc_SGP,0.14845158706813563,0.07485406310392334,1995.0
5,hc_TUV,0.1484463162299191,0.06857318188573772,1995.0
6,hc_JPN,0.14844502371021845,0.06576359196628283,1995.0
7,hc_DEU,0.14844758733584817,0.06350244785750965,1995.0
8,hc_NGA,0.14848705579325835,0.06324161177817253,1995.0
9,hc_IRL,0.14844942956737556,0.062448233421896336,1995.0
10,hc_TWN,0.1484544887210799,0.06124880612298021,1995.0
11,hc_MEX,0.14845416407079592,0.05801662742300347,1995.0
12,hc_USA,0.1484482149955852,0.056441270491954035,1995.0
13,hc_MYS,0.14845503381784825,0.05569081255234597,1995.0
14,hc_GBR,0.14844751200872738,0.05428884860861669,1995.0
15,hc_SWE,0.14844509829303093,0.05203064567522099,1995.0
16,hc_FRA,0.1484489224656789,0.050617013112615995,1995.0
17,hc_ANS,0.1484496431911082,0.04982606915697481,1995.0
18,hc_CHE,0.14844667388160138,0.049519186570732315,1995.0
19,hc_AUT,0.14844753078941303,0.048933151000228395,1995.0
20,hc_PHL,0.14848236166987477,0.04799624830046707,1995.0
21,hc_SYR,0.14851665978742795,0.04760883546584051,1995.0
22,hc_KOR,0.1484545609328033,0.047585297510562466,1995.0
23,hc_ESP,0.14845147862175173,0.04668897426283673,1995.0
24,hc_GAB,0.14847847635520212,0.04574373915981226,1995.0
25,hc_IRN,0.14847253208431627,0.04432548387062808,1995.0
26,hc_DNK,0.14844970874611493,0.044299514358095295,1995.0
27,hc_AFG,0.14849569291100306,0.04122612607410242,1995.0
28,hc_ITA,0.1484526131733782,0.04109632844908402,1995.0
29,hc_NLD,0.1484492645848376,0.04089409599114645,1995.0
30,hc_BEL,0.14844804351364554,0.0405764675075679,1995.0
31,hc_CZE,0.1484498015305769,0.03755044819530591,1995.0
32,hc_CAN,0.148445067002715,0.03637852867141497,1995.0
33,hc_HUN,0.14845483973832463,0.03484552207142279,1995.0
34,hc_VEN,0.14845412432789923,0.03424129770077515,1995.0
35,hc_ARE,0.14845621359805952,0.0335438095857048,1995.0
36,hc_FIN,0.14844496637521293,0.03177705449571361,1995.0
37,hc_MNP,0.14844887682815672,0.031271080023779985,1995.0
38,hc_THA,0.14846093816094966,0.030392455926530927,1995.0
39,hc_SVK,0.14844872884024332,0.03015412616775327,1995.0
40,hc_YEM,0.1484535163239367,0.029735114382040385,1995.0
41,hc_BHS,0.148451511008025,0.02791770678978892,1995.0
42,hc_NZL,0.14844987542018387,0.026628210889189076,1995.0
43,hc_ZAF,0.1484481772186524,0.024511882422976784,1995.0
44,hc_KNA,0.1484551684148323,0.024223793447607146,1995.0
45,hc_SVN,0.14844723517186553,0.02347723181736426,1995.0
46,hc_GNQ,0.14848230862849535,0.02250706267635842,1995.0
47,hc_ISR,0.14844846397319275,0.02219194778643141,1995.0
48,hc_DZA,0.14844681556107195,0.020698516638926533,1995.0
49,hc_HKG,0.1484616785392139,0.019412698336647542,1995.0
50,hc_MDA,0.14846045236925084,0.017934526459429216,1995.0
51,hc_TTO,0.14844563536673375,0.01594014966842938,1995.0
52,hc_SUR,0.14844719553702052,0.01593984320870026,1995.0
53,hc_SAU,0.1484457671648306,0.01585534796037326,1995.0
54,hc_KWT,0.14844657816365234,0.015389455654347316,1995.0
55,hc_KHM,0.14852856913157841,0.01449077567588114,1995.0
56,hc_IRQ,0.14844493131784525,0.013330195349198902,1995.0
57,hc_OMN,0.14844711418454104,0.01327689678969227,1995.0
58,hc_POL,0.14845238186253684,0.013258099654427681,1995.0
59,hc_ZMB,0.1484512740677372,0.012710302469896455,1995.0
60,hc_MLT,0.14844495632701055,0.012437657089614912,1995.0
61,hc_EST,0.14845651254416348,0.011088603221079428,1995.0
62,hc_PAN,0.1484644482585346,0.011001463865739814,1995.0
63,hc_BHR,0.1484474605115195,0.010952838762081595,1995.0
64,hc_IDN,0.1484783007588222,0.009833690547205527,1995.0
65,hc_LTU,0.14845354512208978,0.00951639993550929,1995.0
66,hc_MMR,0.1485066211990364,0.008201014301619028,1995.0
67,hc_AND,0.1484460008684209,0.008004132235125656,1995.0
68,hc_RUS,0.14844545265293704,0.00789809083576003,1995.0
69,hc_JOR,0.1484590307072848,0.007686879612772672,1995.0
70,hc_HRV,0.14845901526241645,0.0070917020096034865,1995.0
71,hc_DMA,0.14844721247697168,0.006467098846572941,1995.0
72,hc_COD,0.1484627411707876,0.006107714154764849,1995.0
73,hc_BGR,0.14845676824574022,0.006038406640708795,1995.0
74,hc_NOR,0.14844510621719276,0.005981115422741063,1995.0
75,hc_QAT,0.1484455241455032,0.005902491544345502,1995.0
76,hc_NCL,0.14844765691397882,0.005628911486637397,1995.0
77,hc_AGO,0.1484453204213359,0.005139658458860413,1995.0
78,hc_LBY,0.14844494228276314,0.003939341589779759,1995.0
79,hc_UKR,0.1484496276538798,0.003623412854344815,1995.0
80,hc_LVA,0.14844859451033104,0.0029410338195037453,1995.0
81,hc_BRA,0.1484551062537702,0.002226365744180746,1995.0
82,hc_KGZ,0.1484594294169697,0.0019771800199227287,1995.0
83,hc_CHN,0.14846802682353205,0.001923667326773893,1995.0
84,hc_LBN,0.1484612496983222,0.0015897042791216537,1995.0
85,hc_PYF,0.1484625398791527,0.001412656632522262,1995.0
86,hc_KAZ,0.14844587143610083,0.0013482907604377772,1995.0
