,ID,error,mean,year
0,land_MSR,0.12667267704974394,0.28412302700126246,1995.0
1,land_GAB,0.12669210928996483,0.04621298368110599,1995.0
2,land_KWT,0.12668772303088024,0.042496355923307444,1995.0
3,land_AGO,0.12668916343931094,0.0420745268049717,1995.0
4,land_QAT,0.1266948862967835,0.03670508974497787,1995.0
5,land_IOT,0.12671267271361009,0.03314971949576166,1995.0
6,land_ANT,0.12666819366071305,0.02390990306912183,1995.0
7,land_SYR,0.1266809587621588,0.02342721614182965,1995.0
8,land_NFK,0.12667060626382742,0.020230245313327185,1995.0
9,land_BRN,0.12667778731914275,0.015468007874699208,1995.0
10,land_DZA,0.12667325541450944,0.014917256820709733,1995.0
11,land_YEM,0.1266690128744461,0.014728536445065762,1995.0
12,land_SOM,0.12666496509992176,0.012788811127324579,1995.0
13,land_IRQ,0.1267213822141583,0.010162819159941949,1995.0
14,land_GNQ,0.12667230841220917,0.00743936279467057,1995.0
15,land_IRN,0.12667279031533207,0.007152313187173451,1995.0
16,land_NCL,0.1266876080161261,0.002419271869297218,1995.0
17,land_MYT,0.0,0.0,1995.0
18,land_ASM,0.0,0.0,1995.0
19,land_ATA,0.0,0.0,1995.0
20,land_BWA,0.0,0.0,1995.0
21,land_ESH,0.0,0.0,1995.0
22,land_GUM,0.0,0.0,1995.0
23,land_LSO,0.0,0.0,1995.0
24,land_LUX,0.0,0.0,1995.0
25,land_SXM,0.0,0.0,1995.0
26,land_NAM,0.0,0.0,1995.0
27,land_ATF,0.0,0.0,1995.0
28,land_SSD,0.0,0.0,1995.0
29,land_CUW,0.0,0.0,1995.0
30,land_BLM,0.0,0.0,1995.0
31,land_BES,0.0,0.0,1995.0
32,land_SRB,0.0,0.0,1995.0
33,land_MNE,0.0,0.0,1995.0
34,land_NIU,0.0,0.0,1995.0
35,land_SGS,0.0,0.0,1995.0
36,land_BVT,0.0,0.0,1995.0
37,land_VAT,0.0,0.0,1995.0
38,land_WLF,0.0,0.0,1995.0
39,land_PSE,0.0,0.0,1995.0
40,land_UMI,0.0,0.0,1995.0
41,land_SMR,0.0,0.0,1995.0
42,land_SWZ,0.0,0.0,1995.0
43,land_TLS,0.0,0.0,1995.0
44,land_NGA,0.12666518803055582,-0.0005368340660560356,1995.0
45,land_ARE,0.12667269272575127,-0.0012318401361552638,1995.0
46,land_SAU,0.12666653504053896,-0.005289054729676945,1995.0
47,land_CXR,0.1267009209940545,-0.00821454995884821,1995.0
48,land_VEN,0.12666715120437905,-0.011455643234387754,1995.0
49,land_PRY,0.12666376491090084,-0.011852426237830945,1995.0
50,land_NRU,0.12667015827029512,-0.012576049269573331,1995.0
51,land_MMR,0.12666932033371558,-0.013681756872124903,1995.0
52,land_LBY,0.12666377062441986,-0.0137995515043378,1995.0
53,land_ARM,0.12671231375293157,-0.014798465859730991,1995.0
54,land_OMN,0.12666562387519614,-0.016843119227287724,1995.0
55,land_ATG,0.12666477039947974,-0.017373648077159715,1995.0
56,land_COG,0.12666837421683766,-0.018814862183882057,1995.0
57,land_KHM,0.12668868322412297,-0.020966448469433005,1995.0
58,land_PNG,0.12667346400883175,-0.0214627722283351,1995.0
59,land_NER,0.12667161211154537,-0.024418594217031762,1995.0
60,land_URY,0.12666389418277707,-0.026882115657879513,1995.0
61,land_SUR,0.12666857603638387,-0.027930363889173734,1995.0
62,land_ARG,0.1266637754398544,-0.0293945659267372,1995.0
63,land_TKM,0.1266729534197885,-0.029692125994905103,1995.0
64,land_SLB,0.12666676555298687,-0.032854859356882704,1995.0
65,land_TJK,0.12672683663744724,-0.03295442978733082,1995.0
66,land_CUB,0.12666776887969122,-0.03339704586397214,1995.0
67,land_EGY,0.1266710742303056,-0.03430926689601023,1995.0
68,land_GIN,0.12667353123301964,-0.03473851321823115,1995.0
69,land_GUF,0.12667950768478775,-0.03740132667744785,1995.0
70,land_KAZ,0.12666953603189104,-0.04070071416133743,1995.0
71,land_REU,0.1266757125746365,-0.04108475807668954,1995.0
72,land_TTO,0.12666570916638198,-0.043068918992583624,1995.0
73,land_AFG,0.12667871161416022,-0.0431017040761149,1995.0
74,land_NZL,0.12667030073252802,-0.04337159064176965,1995.0
75,land_AUS,0.12666387201461357,-0.04352379751162147,1995.0
76,land_VUT,0.12666555388214729,-0.04362340803460614,1995.0
77,land_BLZ,0.12670602338666406,-0.04443374891449375,1995.0
78,land_PYF,0.12671002632775158,-0.04487372801790722,1995.0
79,land_SDN,0.1266924178734306,-0.045351026885128515,1995.0
80,land_NOR,0.12666820417809405,-0.04583905009753254,1995.0
81,land_AZE,0.12667717855220423,-0.04601408726059829,1995.0
